address,duplicate_address,code geographique,nom du territoire,CUBF,serial_number,lin_dim,area,max_num_floor,construction year,year_real_esti,floor_area,code_phys_conn,type_const,num_dwell,num_rental,num_non_res,value_prop,code_arrondissement,nom_arrondissement
place des LISERONS,9999,71083,Vaudreuil-Dorion,7611,6227 49 6337,9999.0,3193.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,319300,9999,9999
ENCLAVEE,9999,71083,Vaudreuil-Dorion,7611,6227 72 0769,9999.0,189.4,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,6000,9999,9999
rue PROVENCHER,9999,71083,Vaudreuil-Dorion,7611,6229 63 1120,132.97,4036.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,1392400,9999,9999
rue des SAULES,9999,71083,Vaudreuil-Dorion,7611,5532 94 7484,6.05,315.3,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,24300,9999,9999
rue MOZART,9999,71083,Vaudreuil-Dorion,7611,6226 49 6458,9999.0,11824.2,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,733000,9999,9999
rue des PIVOINES,9999,71083,Vaudreuil-Dorion,7611,6327 47 2483,5.01,2215.7,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,221600,9999,9999
rue BILL-DURNAN,9999,71083,Vaudreuil-Dorion,7611,6228 51 8084,9999.0,287.6,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,57500,9999,9999
671 rue VALOIS,9999,71083,Vaudreuil-Dorion,7611,6326 16 1649,339.0,87060.6,1,2005,R,116.7,1,9999,9999,9999,1,7771300,9999,9999
rue JEAN-BELIVEAU,9999,71083,Vaudreuil-Dorion,7611,6127 78 5385,15.03,1200.4,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,312100,9999,9999
*,9999,71083,Vaudreuil-Dorion,7611,6030 53 2683,55.55,4197.4,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,1343200,9999,9999
rue du RAVIN-BOISE,9999,71083,Vaudreuil-Dorion,7611,5033 58 6489,28.08,11729.9,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,0,9999,9999
rue CLAUDE-LEVEILLEE,9999,71083,Vaudreuil-Dorion,7611,6126 97 2441,10.21,2246.1,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,177800,9999,9999
montée CADIEUX,9999,71083,Vaudreuil-Dorion,7611,6030 41 4198,9999.0,7030.2,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,674900,9999,9999
avenue MARIER,9999,71083,Vaudreuil-Dorion,7611,6126 98 7161,165.78,2589.4,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,135600,9999,9999
17 boulevard de la CITE-DES-JEUNES 110,9999,71083,Vaudreuil-Dorion,7419,6330 76 4817 005,8.48,873.84,1,2013,R,478.7,2,9999,9999,9999,1,928500,9999,9999
rue JACQUES-HETU,9999,71083,Vaudreuil-Dorion,7611,6126 85 8957,9999.0,572.8,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,170400,9999,9999
20 avenue SAINT-CHARLES,9999,71083,Vaudreuil-Dorion,7611,6427 82 4565,61.2,893.2,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,271500,9999,9999
rue ARCHAMBAULT,9999,71083,Vaudreuil-Dorion,7611,6327 51 0244,9999.0,5667.3,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,694200,9999,9999
rue du RAVIN-BOISE,9999,71083,Vaudreuil-Dorion,7611,5134 11 2359,9999.0,99641.7,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,0,9999,9999
rue des CASCADES,9999,71083,Vaudreuil-Dorion,7611,6227 07 8229,9999.0,5100.7,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,510100,9999,9999
avenue STROUD,9999,71083,Vaudreuil-Dorion,7611,6426 95 5644,79.25,3725.6,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,544400,9999,9999
avenue MARIER,9999,71083,Vaudreuil-Dorion,7611,6327 84 7013,9999.0,1355.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,426800,9999,9999
*,9999,71083,Vaudreuil-Dorion,7611,6127 97 8102,9999.0,4508.1,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,450800,9999,9999
rue des SAPINS,9999,71083,Vaudreuil-Dorion,7611,5532 75 4997,58.69,3235.8,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,140300,9999,9999
3272 rue de CHAMPAGNE,9999,71083,Vaudreuil-Dorion,7611,6331 90 1181,65.54,2124.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,796500,9999,9999
rue des NARCISSES,9999,71083,Vaudreuil-Dorion,7611,6327 65 2115,9999.0,16720.7,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,1736000,9999,9999
rue des NENUPHARS,9999,71083,Vaudreuil-Dorion,7611,6227 53 5293,11.02,688.7,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,68900,9999,9999
rue BELLINI,9999,71083,Vaudreuil-Dorion,7611,6227 22 3032,91.52,4154.2,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,349500,9999,9999
*,9999,71083,Vaudreuil-Dorion,7611,6326 09 4139,9.6,1654.6,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,260600,9999,9999
rue BELLINI,9999,71083,Vaudreuil-Dorion,7611,6227 43 3509,15.78,776.9,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,180600,9999,9999
143 145 boulevard HARWOOD,9999,71083,Vaudreuil-Dorion,7219,6427 72 3411,66.61,5269.5,1,1950,R,678.4,1,9999,9999,9999,1,2292900,9999,9999
rue de la BELLE-PLAGE,9999,71083,Vaudreuil-Dorion,7611,6230 38 3998,9999.0,1776.6,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,284300,9999,9999
rue EMILE-BOUCHARD,9999,71083,Vaudreuil-Dorion,7611,6128 92 8613,9999.0,9969.5,9999,2010,R,9999.0,9999,9999,9999,9999,9999,2663800,9999,9999
croissant des MERISIERS,9999,71083,Vaudreuil-Dorion,7611,6327 12 9120,9999.0,1607.1,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,506200,9999,9999
rue TRUDEAU,9999,71083,Vaudreuil-Dorion,7611,6426 32 5749,74.87,11940.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,2697000,9999,9999
150 avenue de la FABRIQUE,9999,71083,Vaudreuil-Dorion,7433,6427 51 7373,9999.0,13299.1,1,1975,R,121.0,1,9999,9999,9999,1,2093300,9999,9999
rue JEANNOTTE,9999,71083,Vaudreuil-Dorion,7421,6328 48 7276,31.94,1169.8,9999,2004,R,9999.0,9999,9999,9999,9999,9999,379300,9999,9999
*,9999,71083,Vaudreuil-Dorion,7611,6329 33 8343,6.24,2792.9,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,418900,9999,9999
rue des CERISIERS,9999,71083,Vaudreuil-Dorion,7611,5532 55 9168,47.97,1561.3,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,111000,9999,9999
rue des MORILLONS,9999,71083,Vaudreuil-Dorion,7611,6330 62 2837,32.27,1901.5,9999,2010,R,9999.0,9999,9999,9999,9999,9999,930200,9999,9999
ENCLAVEE,9999,71083,Vaudreuil-Dorion,7611,6227 63 9721,9999.0,3702.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,1166100,9999,9999
rue WHITE,9999,71083,Vaudreuil-Dorion,7611,6127 76 7588,9999.0,6278.2,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,627800,9999,9999
avenue MARIER,9999,71083,Vaudreuil-Dorion,7611,6327 53 3086,28.01,2124.6,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,669200,9999,9999
route HARWOOD,9999,71083,Vaudreuil-Dorion,7611,5433 09 8671,121.15,1950.1,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,118800,9999,9999
rue des GERANIUMS,9999,71083,Vaudreuil-Dorion,7611,6227 66 9151,110.18,5847.9,9999,2010,R,9999.0,9999,9999,9999,9999,9999,2334500,9999,9999
rue LORNE-WORSLEY,9999,71083,Vaudreuil-Dorion,7611,6228 24 3198,22.57,2653.6,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,689900,9999,9999
avenue SAINT-JEAN-BAPTISTE,9999,71083,Vaudreuil-Dorion,7611,6427 81 4880,60.03,2125.9,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,807800,9999,9999
rue BOURGET,9999,71083,Vaudreuil-Dorion,7611,6329 02 4313,222.46,17813.6,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,3840700,9999,9999
rue WHITE,9999,71083,Vaudreuil-Dorion,7611,6127 57 2317,9999.0,1435.1,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,143500,9999,9999
chemin de l' ANSE,9999,71083,Vaudreuil-Dorion,7611,6131 61 2171,118.66,7249.3,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,2174800,9999,9999
avenue MARIER,9999,71083,Vaudreuil-Dorion,7611,6327 02 4990,72.35,2898.5,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,913000,9999,9999
place de VERSAILLES,9999,71083,Vaudreuil-Dorion,7611,6431 23 0913,34.51,3504.7,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,1314300,9999,9999
rue SAUVE,9999,71083,Vaudreuil-Dorion,7611,6229 70 7337,51.61,2171.8,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,749300,9999,9999
rue de PICARDIE,9999,71083,Vaudreuil-Dorion,7611,6431 52 4984,9999.0,38956.9,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,934400,9999,9999
1315 rue d' OLYMPIE,9999,93055,Labrecque,7424,2993 21 6586,178.91,13394.6,1,9999,9999,9999.0,9999,9999,9999,9999,2,852700,9999,9999
1545 rue PRINCIPALE,9999,93055,Labrecque,7611,2993 46 6119,95.3,777.8,1,1999,R,20.1,1,1,1,9999,9999,99200,9999,9999
7716 chemin du LAC-DE-L'EST,9999,31020,Disraeli,7611,3289 59 1843,56.27,2744.7,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,145600,9999,9999
1442 route du LAC-DE-L'EST,9999,31020,Disraeli,7239,3390 84 2909,178.92,14468.0,1,9999,9999,202.4,1,9999,9999,9999,1,104900,9999,9999
806 rue PRINCIPALE,9999,47047,Roxton Pond,7233,7037 11 6674,81.45,2502.9,1,1984,R,334.8,9999,9999,9999,9999,1,377600,9999,9999
rue PRINCIPALE,9999,47047,Roxton Pond,7422,7037 54 3147,199.83,21191.8,1,9999,9999,9999.0,9999,9999,9999,9999,9999,479400,9999,9999
662 rue du LAC,9999,47047,Roxton Pond,7229,7037 55 8210 001,9999.0,9999.0,1,1984,R,122.8,1,9999,9999,9999,1,120800,9999,9999
2069 avenue du LAC OUEST,2073 avenue du LAC OUEST,47047,Roxton Pond,7433,7135 34 1173 001,326.39,42693.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,748800,9999,9999
1780 boulevard DAVID-BOUCHARD,9999,47047,Roxton Pond,7611,7332 65 4293,9999.0,101000.0,9999,9999,9999,91.2,9999,9999,9999,9999,9999,813300,9999,9999
1778 1780 boulevard DAVID-BOUCHARD,9999,47047,Roxton Pond,7611,7332 65 4293 011,9999.0,9999.0,1,2012,R,319.2,1,9999,9999,9999,1,1177000,9999,9999
1778 1780 boulevard DAVID-BOUCHARD,9999,47047,Roxton Pond,7611,7332 99 9521,3787.32,7304074.7,1,9999,9999,9999.0,9999,9999,9999,9999,1,7222500,9999,9999
voie FERREE,9999,47047,Roxton Pond,7611,7538 88 7277,9999.0,116049.4,1,9999,9999,9999.0,9999,9999,9999,9999,9999,97500,9999,9999
380 380 A Route 111,9999,88030,La Corne,7239,9459 01 2104,91.44,8698.1,1,9999,9999,208.0,1,9999,9999,9999,1,363100,9999,9999
rue DUFFERIN,9999,66062,Hampstead,7611,9338 81 6164 3 08,91.44,3155.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,3004900,9999,9999
rue STRATFORD,9999,66062,Hampstead,7611,9437 06 7570 7 08,45.99,3364.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,3863200,9999,9999
rue GAYTON,9999,66062,Hampstead,7611,9337 35 5307 7 08,9999.0,7539.5,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,7466100,9999,9999
30 rue LYNCROFT,9999,66062,Hampstead,7611,9337 39 7995 9 08,145.04,52971.2,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,35178400,9999,9999
rue WEXFORD,9999,66062,Hampstead,7611,9338 12 2692 2 08,86.18,6230.9,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,5084300,9999,9999
121 rue PRINCIPALE,9999,10005,Esprit-Saint,7219,2525 58 1701,9999.0,2116.0,1,1960,R,247.8,1,1,9999,9999,1,76100,9999,9999
11 rue des ERABLES,9999,10005,Esprit-Saint,7222,2525 68 8089,94.11,15253.7,1,1960,R,706.1,1,4,9999,9999,2,135900,9999,9999
315 rue PRINCIPALE,9999,49085,Sainte-Brigitte-des-Saults,7290,8399 51 6230,40.84,2769.0,1,1990,R,261.0,1,9999,9999,9999,2,457800,9999,9999
400 rue PRINCIPALE,9999,49085,Sainte-Brigitte-des-Saults,7290,8399 70 9882,39.96,1500.0,1,1963,R,193.9,1,9999,9999,9999,1,305900,9999,9999
430 rue PRINCIPALE,9999,49085,Sainte-Brigitte-des-Saults,7221,8399 90 2444,53.51,10452.6,1,1980,R,124.8,1,9999,9999,9999,2,266000,9999,9999
800 rue des ERABLES,9999,49085,Sainte-Brigitte-des-Saults,7290,8499 12 7953,60.42,3182.9,1,1996,R,285.8,1,9999,9999,9999,1,255000,9999,9999
15 rue de l' O.T.J.,9999,30055,Audet,7422,8657 36 9094,182.88,17382.4,1,9999,9999,9999.0,9999,9999,9999,9999,1,180800,9999,9999
116 rue du QUAI,9999,98050,Rivière-Saint-Jean,7219,1672 85 0324,41.88,1415.5,1,9999,9999,9999.0,9999,9999,9999,9999,9999,186000,9999,9999
300 rue ST-JEAN,9999,98050,Rivière-Saint-Jean,7499,1773 67 5994,55.23,4570.7,1,9999,9999,9999.0,9999,9999,9999,9999,1,121400,9999,9999
135 à rue SAINT-CHARLES,9999,51008,Maskinongé,7423,4120 89 1226,117.05,34096.0,1,2014,R,514.7,1,9999,9999,9999,1,1264600,9999,9999
11 rue MARCEL,9999,51008,Maskinongé,7239,4120 98 6613,57.99,5732.7,1,1984,R,1458.5,1,9999,9999,9999,2,1481700,9999,9999
27 rue SAINT-LAURENT EST,9999,51008,Maskinongé,7425,4221 72 1381,33.53,2029.7,1,1962,R,557.5,1,9999,9999,9999,1,160400,9999,9999
110 rue des LOISIRS,9999,34135,Rivière-à-Pierre,7423,0506 42 1902,284.96,70637.3,1,9999,9999,1084.9,1,9999,9999,9999,1,337300,9999,9999
rue de la SAPINIERE,9999,45093,Eastman,7611,0019 00 0930,34.15,3487.9,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,100,9999,9999
rue de la SAPINIERE,9999,45093,Eastman,7611,0019 03 7205,5.04,4005.6,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,100,9999,9999
chemin de la MONTAGNE-CACHEE,9999,45093,Eastman,7611,0024 12 8801,70.69,92801.4,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,100,9999,9999
chemin GEORGE-BONNALLIE,9999,45093,Eastman,7611,0024 76 1365,169.18,78711.6,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,100,9999,9999
chemin d' ORFORD-SUR-LE-LAC,9999,45093,Eastman,7611,0118 27 8780,117.2,12520.9,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,100,9999,9999
rue de la SUCRERIE,9999,45093,Eastman,7611,0118 29 0972,28.79,9846.1,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,100,9999,9999
chemin d' ORFORD-SUR-LE-LAC,9999,45093,Eastman,7611,0118 36 1731,187.14,3425.9,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,100,9999,9999
chemin GEORGE-BONNALLIE,9999,45093,Eastman,7611,0123 28 1247,132.36,47698.5,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,100,9999,9999
chemin du CEDRE,9999,45093,Eastman,7611,0224 79 0234,49.68,1514.9,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,100,9999,9999
rue de la HERONNIERE,9999,45093,Eastman,7611,9621 29 2016,237.41,40875.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,100,9999,9999
25 rue MISSISQUOI,9999,45093,Eastman,7219,9718 35 2560,58.87,6366.6,1,1969,R,463.6,1,1,9999,9999,1,172100,9999,9999
16 rue LAPOINTE,9999,45093,Eastman,7422,9718 54 2857,312.71,24426.7,1,1997,R,104.1,1,1,9999,9999,1,607600,9999,9999
chemin BELLEVUE,9999,45093,Eastman,7611,9917 34 5687,9999.0,10949.8,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,100,9999,9999
rue de la SAPINIERE,9999,45093,Eastman,7611,9919 80 4881,29.44,1781.2,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,100,9999,9999
rue de la SAPINIERE,9999,45093,Eastman,7611,9919 91 3955,18.0,1240.4,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,100,9999,9999
rue des SAPINS,9999,60005,Charlemagne,7611,0466 73 4866,43.55,1439.5,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,143500,9999,9999
165 rue STE MARIE,9999,60005,Charlemagne,7424,0564 79 0048,90.79,4011.9,1,1994,R,373.8,1,9999,9999,9999,1,1534300,9999,9999
244 rue BEAUPRE,9999,60005,Charlemagne,7433,0565 72 5410,109.31,5028.9,1,2005,R,142.0,1,9999,9999,9999,1,1218300,9999,9999
rue PLOURDE,9999,60005,Charlemagne,7611,0663 08 1051,16.79,3432.7,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,690000,9999,9999
71 les TRESORS DE L ILE,9999,60005,Charlemagne,7419,0664 01 7799,22.86,1086.9,1,1975,R,118.5,1,9999,9999,9999,1,331500,9999,9999
25 rue des LOISIRS,9999,39085,Saint-Albert,7424,1496 09 4210,205.93,20951.0,1,9999,9999,653.2,1,9999,9999,9999,1,676400,9999,9999
chemin du PARC-NATIONAL,9999,36033,Shawinigan,7611,4881 55 6010,9999.0,440794194.4,2,1950,R,9999.0,9999,9999,9999,9999,1,51114800,9999,9999
3000 chemin du LAC-À-LA-PÊCHE,9999,36033,Shawinigan,7611,5569 32 0619,2480.62,2758101.5,1,1990,R,9999.0,9999,9999,1,9999,1,618100,9999,9999
chemin de SAINT-JEAN-DES-PILES,9999,36033,Shawinigan,7611,5675 72 9970,1796.49,26916300.0,1,1977,R,9999.0,9999,9999,2,9999,1,6455000,9999,9999
82 rue de BELGOVILLE,9999,36033,Shawinigan,7222,6056 63 1916,142.27,14528.8,1,1945,R,274.3,1,1,9999,9999,2,263800,9999,9999
3000 rue BURRILL,9999,36033,Shawinigan,7499,6057 88 3208,175.33,39919.1,1,2009,R,1051.0,1,1,9999,9999,1,852100,9999,9999
rue LAFAYETTE,9999,36033,Shawinigan,7422,6059 26 9409,28.05,15980.4,1,9999,R,9999.0,1,9999,9999,9999,9999,29900,9999,9999
1550 rue 118E,9999,36033,Shawinigan,7219,6153 93 4912,191.66,11760.0,2,1958,R,9999.0,9999,9999,9999,9999,4,4547900,9999,9999
300 rue du MARIE-LOUISE,9999,36033,Shawinigan,7611,6154 85 6477,125.47,5807.2,1,1965,R,107.8,1,9999,9999,9999,2,292700,9999,9999
1100 1900 avenue MELVILLE,9999,36033,Shawinigan,7499,6155 71 0228,553.0,273688.1,1,1980,R,9999.0,9999,9999,9999,9999,1,3553600,9999,9999
avenue de la MADONE,9999,36033,Shawinigan,7611,6159 52 1972,90.17,6193.9,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,98100,9999,9999
3962 rue des DOMINICAINES,9999,36033,Shawinigan,7424,6159 66 6924,62.63,29892.3,1,1982,R,203.0,1,9999,9999,9999,1,419100,9999,9999
rue THIBAUDEAU,9999,36033,Shawinigan,7611,6159 88 5433,76.11,4664.2,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,76000,9999,9999
rue EUGÈNE-DUMAS,9999,36033,Shawinigan,7611,6160 15 7713,26.0,975.5,9999,2014,R,9999.0,1,9999,9999,9999,9999,38800,9999,9999
rue des SOURCES,9999,36033,Shawinigan,7421,6252 19 1108,90.67,9912.4,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,200700,9999,9999
600 rue 113E,9999,36033,Shawinigan,7219,6253 19 8499,15.24,418.1,1,1944,R,116.6,1,1,9999,9999,1,74000,9999,9999
rue 129E,9999,36033,Shawinigan,7421,6253 80 7193,72.54,5793.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,181400,9999,9999
avenue 103E,9999,36033,Shawinigan,7421,6254 41 9834,15.24,756.6,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,34000,9999,9999
615 623 5E RUE DE LA POINTE,9999,36033,Shawinigan,7425,6255 39 6602,7.6,212.6,4,1945,R,714.9,2,1,4,9999,1,227700,9999,9999
avenue du MARCHÉ,9999,36033,Shawinigan,7239,6255 39 8266,50.69,1304.7,9999,2011,R,9999.0,1,9999,9999,9999,9999,268300,9999,9999
269 5E RUE DE LA POINTE,9999,36033,Shawinigan,7499,6255 69 4931,19.69,324.1,2,1926,R,458.8,2,5,9999,9999,1,184700,9999,9999
30 avenue BROADWAY,9999,36033,Shawinigan,7611,6255 87 8327,300.39,37714.3,1,1930,R,9999.0,9999,9999,9999,9999,1,2226900,9999,9999
ruelle du MARCHÉ,9999,36033,Shawinigan,7239,6256 30 8102,5.08,458.7,1,2011,R,13.5,1,9999,9999,9999,1,83300,9999,9999
1 rue JACQUES-PLANTE,9999,36033,Shawinigan,7459,6256 76 9438 001 0001,9999.0,6659.7,1,2009,R,9999.0,9999,9999,9999,9999,1,1387600,9999,9999
2143 boulevard ROYAL,9999,36033,Shawinigan,7611,6257 58 8783,113.26,27376.7,2,1937,R,782.9,1,1,9999,9999,1,1367200,9999,9999
rue SAINT-JOSEPH,9999,36033,Shawinigan,7419,6257 58 8783 001 0001,9999.0,1040.5,1,2009,R,9999.0,1,9999,9999,9999,1,197600,9999,9999
1452 rue GIGAIRE,9999,36033,Shawinigan,7419,6258 91 7421 001 0001,9999.0,264.9,1,1930,R,9999.0,9999,9999,9999,9999,1,68500,9999,9999
rue ALDRED,9999,36033,Shawinigan,7611,6258 97 7680,22.14,2264.3,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,51600,9999,9999
4003 rue des COOPÉRANTS,9999,36033,Shawinigan,7219,6259 48 4348,53.34,5461.7,1,1989,R,75.1,1,9999,9999,9999,1,200600,9999,9999
4161 chemin de SAINTE-FLORE,9999,36033,Shawinigan,7290,6263 96 0763,64.16,7855.6,1,1963,R,9999.0,9999,9999,9999,9999,3,446400,9999,9999
avenue MORAND,9999,36033,Shawinigan,7421,6351 64 9569,87.04,3140.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,133000,9999,9999
925 1055 rue 129E,9999,36033,Shawinigan,7423,6352 08 7106,171.85,92261.7,2,1987,R,9999.0,9999,9999,9999,9999,2,1626600,9999,9999
avenue 106E,9999,36033,Shawinigan,7421,6352 47 3818,89.82,9313.8,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,230500,9999,9999
3515 avenue 105E,9999,36033,Shawinigan,7425,6352 59 0030,83.0,5123.5,1,2007,R,949.6,1,9999,9999,9999,1,799400,9999,9999
rue 132E,9999,36033,Shawinigan,7421,6353 41 2911,21.58,2655.1,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,119500,9999,9999
rue PIERRE-LORD,9999,36033,Shawinigan,7421,6354 44 6513,67.53,3793.2,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,77300,9999,9999
5285 avenue ALBERT-TESSIER,9999,36033,Shawinigan,7422,6359 39 7713,303.37,63970.8,1,2007,R,9999.0,1,9999,9999,9999,1,2962200,9999,9999
rue 51E,9999,36033,Shawinigan,7421,6359 92 2470,15.24,464.5,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,16300,9999,9999
rue 51E,9999,36033,Shawinigan,7421,6359 92 3559,15.24,464.5,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,16300,9999,9999
rue RIOPELLE,9999,36033,Shawinigan,7421,6363 39 5890,25.92,31615.1,1,9999,R,9999.0,1,9999,9999,9999,9999,419900,9999,9999
3521 rue RIOPELLE,9999,36033,Shawinigan,7239,6364 20 6272,17.68,673.2,1,1958,R,76.7,1,9999,9999,9999,1,69400,9999,9999
rue MORIN,9999,36033,Shawinigan,7611,6372 08 5195,109.16,11784.7,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,287900,9999,9999
avenue JOSEPH-BEAUMIER,9999,36033,Shawinigan,7421,6451 22 7580,77.28,9847.9,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,196500,9999,9999
rue OVILA-DEMONTIGNY,9999,36033,Shawinigan,7421,6452 13 3038,114.11,7181.4,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,323200,9999,9999
avenue GRAZIELLA-DUMAINE,9999,36033,Shawinigan,7611,6452 61 0422,46.85,2345.6,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,94600,9999,9999
rue des PIVOINES,9999,36033,Shawinigan,7611,6464 34 9032,58.0,4043.1,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,92000,9999,9999
avenue des GRANDS-JARDINS,9999,36033,Shawinigan,7421,6561 30 1781,38.26,4068.4,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,78900,9999,9999
2292 rue 92E,9999,36033,Shawinigan,7422,6561 44 1171,143.26,10392.1,1,1989,R,126.0,1,9999,9999,9999,1,298600,9999,9999
1550 1554 avenue de GRAND-MÈRE,9999,36033,Shawinigan,7425,6563 73 3537,40.69,3328.1,2,1979,R,1112.1,1,9999,2,9999,1,440100,9999,9999
1290 avenue 10E,9999,36033,Shawinigan,7499,6563 78 9485,63.25,3662.7,1,1955,R,62.7,1,9999,9999,9999,1,170500,9999,9999
avenue 11E,9999,36033,Shawinigan,7421,6563 79 5862,121.92,7395.1,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,273600,9999,9999
avenue 18E,9999,36033,Shawinigan,7421,6564 33 5561,64.16,3057.4,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,66900,9999,9999
avenue 17E,9999,36033,Shawinigan,7611,6564 52 1735,186.05,60415.1,1,1965,R,39.5,1,9999,9999,9999,1,873600,9999,9999
avenue 16E,9999,36033,Shawinigan,7611,6564 97 9334,34.87,3833.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,68200,9999,9999
chemin du PARC-NATIONAL,9999,36033,Shawinigan,7229,6566 98 4594,4.86,332855.1,1,2010,R,22.0,1,1,9999,9999,1,166200,9999,9999
1221 avenue de GRAND-MÈRE,9999,36033,Shawinigan,7499,6663 15 0981,95.33,7294.1,1,1965,R,9999.0,1,1,9999,9999,1,430300,9999,9999
1250 avenue 3E,9999,36033,Shawinigan,7424,6663 23 0397,205.91,15844.3,1,1964,R,241.6,1,1,9999,9999,2,1168000,9999,9999
avenue 3E,9999,36033,Shawinigan,7423,6663 23 7029,205.93,15822.1,1,1964,R,9999.0,1,9999,9999,9999,1,559500,9999,9999
601 661 avenue 3E,9999,36033,Shawinigan,7451,6663 88 6770,139.05,18128.7,1,1939,R,9999.0,9999,9999,9999,9999,2,9361200,9999,9999
rue 7E,9999,36033,Shawinigan,7421,6664 15 3949,54.86,3336.2,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,67300,9999,9999
