id,eval_unit_id,project_id,organism,service_center,street_num,street_name,muni,postal_code,num_dwellings,num_floors,area_footprint,area_total,ivp,disrepair_state,interest_adjust_date,contract_end_date,category,building_id
46782,96040343820215700000000,3516,Habitat Métis du Nord,CS HMN,26,rue de l' Eglise,Ragueneau,G0H 1S0,4,2,208.28,416.58,30.80,E,1991-07-01,2026-07-01,DUPLEX JUMELE OU EN RANGEE,185485
31231,97007846467423400000000,3753,Habitat Métis du Nord,CS HMN,105,rue Regnault,Sept-Îles,G4R 3S8,6,2,164.25,492.75,16.10,D,1993-01-01,2028-01-01,MULTIFAMILIAL,189066
9170,89040496154360100000000,3727,Habitat Métis du Nord,CS HMN,790,09E Avenue,Senneterre,J0Y 2M0,4,1,270.72,270.72,24.00,D,1991-11-01,2026-11-01,UNIFAMILIAL EN RANGEE,166073
9391,91025987607094400000000,3674,Habitat Métis du Nord,CS HMN,1583,rue des Roses,Roberval,G8H 3K2,4,2,195.20,336.80,21.40,D,1990-04-01,2025-04-01,DUPLEX JUMELE OU EN RANGEE,175081
9402,91025987607460200000000,3674,Habitat Métis du Nord,CS HMN,1551,rue des Roses,Roberval,G8H 3K2,4,2,168.41,336.80,18.10,D,1990-04-01,2025-04-01,DUPLEX JUMELE OU EN RANGEE,175103
47246,96040343820212700000000,3494,Habitat Métis du Nord,CS HMN,24,rue de l' Eglise,Ragueneau,G0H 1S0,4,2,196.06,364.12,17.90,D,1990-10-01,2025-10-01,DUPLEX JUMELE OU EN RANGEE,185581
9903,23027408943340110000000,3646,Habitat Métis du Nord,CS HMN,3253,rue Pincourt,Québec,G2B 5C1,6,2,205.23,1043.82,17.00,D,1989-02-01,2024-02-01,DUPLEX JUMELE OU EN RANGEE,187633
9925,23027408943340110000000,3646,Habitat Métis du Nord,CS HMN,3251,rue Pincourt,Québec,G2B 5B8,6,2,205.23,1043.82,16.70,D,1989-02-01,2024-02-01,DUPLEX JUMELE OU EN RANGEE,187541
49685,23027408943340110000000,3646,Habitat Métis du Nord,CS HMN,3255,rue Pincourt,Québec,G2B 5C1,6,2,205.23,1043.82,15.60,D,1989-02-01,2024-02-01,DUPLEX JUMELE OU EN RANGEE,187611
49652,23027408943602610000000,3672,Habitat Métis du Nord,CS HMN,3249,rue Pincourt,Québec,G2B 5B8,6,2,205.23,519.00,21.60,D,1989-06-01,2024-06-01,DUPLEX JUMELE OU EN RANGEE,187585
49663,23027408943602610000000,3672,Habitat Métis du Nord,CS HMN,3247,rue Pincourt,Québec,G2B 5A7,6,2,205.23,519.00,18.20,D,1989-06-01,2024-06-01,DUPLEX JUMELE OU EN RANGEE,187563
99234,66023943960107800000000,3787,Habitat Métis du Nord,CS HMN,4790,avenue Saint-Kevin,Montréal,H3W 1N9,8,3,155.06,612.71,18.40,D,1995-12-01,2030-12-01,MULTIFAMILIAL,165340
45463,83065443930258500000000,3745,Habitat Métis du Nord,CS HMN,84A,rue Logue,Maniwaki,J9E 1X5,6,2,245.32,490.64,18.20,D,1994-11-01,2029-11-01,UNIFAMILIAL EN RANGEE,181333
45312,83065453701665300000000,3627,Habitat Métis du Nord,CS HMN,230A,rue King,Maniwaki,J9E 2L7,4,1,347.88,339.72,21.10,D,1990-01-01,2025-01-01,UNIFAMILIAL EN RANGEE,161475
45323,83065453701757500000000,3627,Habitat Métis du Nord,CS HMN,226A,rue King,Maniwaki,J9E 2L7,4,1,347.88,339.72,16.40,D,1990-01-01,2025-01-01,UNIFAMILIAL EN RANGEE,161453
48882,83065453701859800000000,3663,Habitat Métis du Nord,CS HMN,220A,rue King,Maniwaki,J9E 2L7,4,1,291.25,291.24,19.80,D,1990-04-01,2025-04-01,UNIFAMILIAL EN RANGEE,189265
45485,83070513802380200000000,3542,Habitat Métis du Nord,CS HMN,6,rue des Pins,Déléage,J9E 3A8,4,2,189.92,379.84,25.70,D,1993-12-01,2028-12-01,DUPLEX JUMELE OU EN RANGEE,159795
18760,96020495059842700000000,3702,Habitat Métis du Nord,CS HMN,800,rue de Bon-Desir,Baie-Comeau,G5C 1K5,7,2,178.37,618.81,25.60,D,1991-11-01,2026-11-01,TRIPLEX JUMELE OU EN RANGEE,165944
51811,89008093055077800000000,3681,Habitat Métis du Nord,CS HMN,478,08E Avenue,Val-d'Or,J9P 6L8,4,2,95.89,375.50,11.00,C,1989-10-01,2024-10-01,DUPLEX JUMELE OU EN RANGEE,197326
99886,75017667225004300000000,3680,Habitat Métis du Nord,CS HMN,17,place Nicolas,Saint-Jérôme,J7Z 6Y4,7,2,198.63,587.55,12.80,C,1990-05-01,2025-05-01,MULTI. JUMELE OU EN RANGEE,164791
47305,86042324510282300000000,3528,Habitat Métis du Nord,CS HMN,30,rue Bertrand,Rouyn-Noranda,J0Z 1Y0,6,3,249.42,734.11,11.30,C,1992-12-01,2027-12-01,MULTIFAMILIAL,185312
47666,86042414473305700000000,3752,Habitat Métis du Nord,CS HMN,212,avenue Chenier,Rouyn-Noranda,J9X 5Y4,6,3,197.67,593.01,13.80,C,1993-07-01,2028-07-01,MULTIFAMILIAL,188915
9413,91025987607346300000000,3674,Habitat Métis du Nord,CS HMN,1599,rue des Roses,Roberval,G8H 3K2,4,2,169.68,390.40,11.00,C,1990-04-01,2025-04-01,DUPLEX JUMELE OU EN RANGEE,175136
9424,91025987607181500000000,3674,Habitat Métis du Nord,CS HMN,1567,rue des Roses,Roberval,G8H 3K2,4,2,195.20,390.40,14.40,C,1990-04-01,2025-04-01,DUPLEX JUMELE OU EN RANGEE,162503
46756,91025977697755900000000,3784,Habitat Métis du Nord,CS HMN,1353,rue des Lys,Roberval,G8H 3K7,4,2,151.62,303.24,11.80,C,1995-01-01,2030-01-01,DUPLEX JUMELE OU EN RANGEE,188580
46771,91025977697957500000000,3786,Habitat Métis du Nord,CS HMN,1363,rue des Lys,Roberval,G8H 3K7,4,2,151.62,303.24,13.60,C,1995-01-01,2030-01-01,DUPLEX JUMELE OU EN RANGEE,188591
61622,91025987644097400000000,3750,Habitat Métis du Nord,CS HMN,514,rue des Violettes,Roberval,G8H 3H3,4,2,176.50,353.00,11.30,C,1993-07-01,2028-07-01,DUPLEX JUMELE OU EN RANGEE,193911
28641,79037984293701900000000,3530,Habitat Métis du Nord,CS HMN,770,rue Cartier,Rivière-Rouge,J0T 1T0,4,2,207.17,414.68,10.40,C,1992-11-01,2027-11-01,MULTIFAMILIAL,162783
31721,23027408921714610000000,3559,Habitat Métis du Nord,CS HMN,3461,rue Pincourt,Québec,G2B 2E4,6,1,336.42,672.84,12.90,C,1988-08-01,2023-08-01,UNIFAMILIAL EN RANGEE,186314
47703,23027468972332110000000,3704,Habitat Métis du Nord,CS HMN,490,46E Rue Ouest,Québec,G1H 5J5,12,2,192.69,588.43,13.60,C,1992-11-01,2027-11-01,MULTIFAMILIAL,188930
31765,23027408921714610000000,3593,Habitat Métis du Nord,CS HMN,3429,rue Pincourt,Québec,G2B 2E4,6,1,722.48,522.24,13.00,C,1988-08-01,2023-08-01,UNIFAMILIAL EN RANGEE,186255
31780,23027408921714610000000,3593,Habitat Métis du Nord,CS HMN,3491,rue Pincourt,Québec,G2B 2E4,6,1,722.48,522.24,15.00,C,1988-08-01,2023-08-01,UNIFAMILIAL EN RANGEE,186303
31662,23027408921714610000000,3593,Habitat Métis du Nord,CS HMN,3441,rue Pincourt,Québec,G2B 2E4,4,1,224.28,448.56,10.70,C,1988-08-01,2023-08-01,UNIFAMILIAL EN RANGEE,186325
49674,23027408943602610000000,3672,Habitat Métis du Nord,CS HMN,3245,rue Pincourt,Québec,G2B 5A7,6,2,205.23,519.00,12.50,C,1989-06-01,2024-06-01,DUPLEX JUMELE OU EN RANGEE,187530
9284,82030244272500600000000,3515,Habitat Métis du Nord,CS HMN,825A,rue de Clarendon,Pontiac,J0X 2V0,4,2,223.72,447.44,10.80,C,1991-10-01,2026-10-01,DUPLEX JUMELE OU EN RANGEE,160952
29223,82030254241635200000000,3438,Habitat Métis du Nord,CS HMN,8A,rue Saint-George,Pontiac,J0X 2V0,2,1,124.30,254.64,10.70,C,1988-09-01,2023-09-01,UNIFAMILIAL JUMELE,163144
29212,82030254241635200000000,3438,Habitat Métis du Nord,CS HMN,6A,rue Saint-George,Pontiac,J0X 2V0,2,1,108.24,221.42,10.90,C,1988-09-01,2023-09-01,UNIFAMILIAL JUMELE,163181
9984,84055107913459400000000,3491,Habitat Métis du Nord,CS HMN,4,chemin Picanoc,Otter Lake,J0X 2P0,4,2,196.92,393.84,13.00,C,1990-10-01,2025-10-01,DUPLEX JUMELE OU EN RANGEE,162676
9472,85090057257360100000000,3461,Habitat Métis du Nord,CS HMN,21,rue Saint-Joseph,Notre-Dame-du-Nord,J0Z 3B0,2,1,119.97,239.94,10.30,C,1990-04-01,2025-04-01,UNIFAMILIAL JUMELE,174064
37590,66023903440026480000000,3771,Habitat Métis du Nord,CS HMN,2334,rue Duff Court,Montréal,H8S 1G2,8,3,159.41,637.64,12.10,C,1995-05-01,2030-05-01,MULTI. JUMELE OU EN RANGEE,164905
9203,79088835725828000000000,3690,Habitat Métis du Nord,CS HMN,1187,rue Aristide-Masse,Mont-Laurier,J9L 3N1,4,1,271.07,271.08,10.20,C,1991-09-01,2026-09-01,UNIFAMILIAL EN RANGEE,166084
99912,74005716290819200000000,3533,Habitat Métis du Nord,CS HMN,18275,rue Lapointe,Mirabel,J7J 1E2,5,2,153.50,461.35,11.10,C,1992-03-01,2027-03-01,MULTIFAMILIAL,164765
22304,83060412322918900000000,3532,Habitat Métis du Nord,CS HMN,1A,rue Patry,Messines,J0X 2J0,4,2,210.72,408.32,10.50,C,1992-11-01,2027-11-01,MULTIFAMILIAL,162993
45452,83065443920768900000000,3745,Habitat Métis du Nord,CS HMN,92A,rue Logue,Maniwaki,J9E 1X5,6,2,262.46,512.62,12.60,C,1994-11-01,2029-11-01,UNIFAMILIAL EN RANGEE,181322
48893,83065453702952200000000,3663,Habitat Métis du Nord,CS HMN,216A,rue King,Maniwaki,J9E 2L7,4,1,291.25,291.24,14.10,C,1990-04-01,2025-04-01,UNIFAMILIAL EN RANGEE,189184
45231,83065453703031200000000,3716,Habitat Métis du Nord,CS HMN,218,rue Cartier,Maniwaki,J9E 1R3,15,2,598.50,1197.00,12.20,C,1992-11-01,2027-11-01,MULTIFAMILIAL,160624
48834,98045307043667900000000,3395,Habitat Métis du Nord,CS HMN,458,rue du Centre,Longue-Pointe-de-Mingan,G0G 1V0,2,1,128.00,256.00,12.50,C,1988-04-01,2023-04-01,UNIFAMILIAL JUMELE,181845
48845,98045307043667900000000,3395,Habitat Métis du Nord,CS HMN,460,rue du Centre,Longue-Pointe-de-Mingan,G0G 1V0,2,1,128.00,256.00,10.50,C,1988-04-01,2023-04-01,UNIFAMILIAL JUMELE,181860
47972,90012585083787500000000,3529,Habitat Métis du Nord,CS HMN,3391,rue des Rondiers,La Tuque,G9X 4N8,4,2,198.34,379.84,10.30,C,1992-09-01,2027-09-01,DUPLEX JUMELE OU EN RANGEE,185441
45511,83095486499021900000000,3544,Habitat Métis du Nord,CS HMN,8,chemin Gareau,Grand-Remous,J0W 1E0,4,2,164.96,329.92,13.20,C,1993-12-01,2028-12-01,DUPLEX JUMELE OU EN RANGEE,159784
99606,81017714086852900000000,3708,Habitat Métis du Nord,CS HMN,109,rue de Charny,Gatineau,J8R 2A9,3,3,98.15,294.45,10.40,C,1992-10-01,2027-10-01,TRIPLEX JUMELE OU EN RANGEE,167602
31290,84060857774193600000000,3424,Habitat Métis du Nord,CS HMN,125,rue Desrochers,Fort-Coulonge,J0X 1V0,6,1,449.70,449.70,10.50,C,1988-08-01,2023-08-01,UNIFAMILIAL EN RANGEE,164356
37844,95045090120205500000000,3737,Habitat Métis du Nord,CS HMN,24,2E Avenue,Forestville,G0T 1E0,6,3,227.66,681.84,12.80,C,1993-10-01,2028-10-01,MULTIFAMILIAL,183024
45496,83070503892770000000000,3542,Habitat Métis du Nord,CS HMN,8,rue des Pins,Déléage,J9E 3A8,4,2,189.92,379.84,14.00,C,1993-12-01,2028-12-01,DUPLEX JUMELE OU EN RANGEE,159806
99665,83070503881869600000000,3479,Habitat Métis du Nord,CS HMN,10,rue des Pins,Déléage,J9E 3A8,2,2,107.28,214.56,15.10,C,1990-04-01,2025-04-01,UNIFAMILIAL JUMELE,164452
99713,67050862389131100000000,3683,Habitat Métis du Nord,CS HMN,54,boulevard Saint-Joseph,Châteauguay,J6K 4T3,8,3,200.49,788.49,10.80,C,1990-09-01,2025-09-01,MULTIFAMILIAL,170715
31264,84030976602094400000000,3419,Habitat Métis du Nord,CS HMN,13,rue Alliance,Campbell's Bay,J0X 1K0,3,1,163.06,333.54,10.70,C,1988-08-01,2023-08-01,UNIFAMILIAL EN RANGEE,164544
99746,84030966692762900000000,3419,Habitat Métis du Nord,CS HMN,7,rue Alliance,Campbell's Bay,J0X 1K0,4,1,301.21,301.20,12.50,C,1988-08-01,2023-08-01,UNIFAMILIAL EN RANGEE,164566
9354,96020495185913200000000,3785,Habitat Métis du Nord,CS HMN,543,rue de Parfondeval,Baie-Comeau,G5C 3S5,8,2,286.05,572.10,15.10,C,1995-01-01,2030-01-01,MULTIFAMILIAL,173961
48053,96020495194488400000000,3733,Habitat Métis du Nord,CS HMN,515,rue de Parfondeval,Baie-Comeau,G5C 3S5,6,2,221.14,442.28,14.80,C,1993-06-01,2028-06-01,MULTIFAMILIAL,188775
47213,89008092984030700000000,3757,Habitat Métis du Nord,CS HMN,163,rue Laurier,Val-d'Or,J9P 2H9,6,3,166.57,487.17,9.80,B,1993-10-01,2028-10-01,MULTIFAMILIAL,188123
51822,89008093056224000000000,3681,Habitat Métis du Nord,CS HMN,468,08E Avenue,Val-d'Or,J9P 6L8,4,2,95.89,375.50,9.20,B,1989-10-01,2024-10-01,DUPLEX JUMELE OU EN RANGEE,197282
51833,89008093056914200000000,3730,Habitat Métis du Nord,CS HMN,444,08E Avenue,Val-d'Or,J9P 6L8,4,2,95.89,375.50,9.40,B,1992-07-01,2027-07-01,DUPLEX JUMELE OU EN RANGEE,197400
49700,37067753146358300000000,3774,Habitat Métis du Nord,CS HMN,920,rue Huard,Trois-Rivières,G9A 6H4,4,2,232.52,465.04,7.40,B,1995-01-01,2030-01-01,MULTIFAMILIAL,187515
47563,37067723871594600000000,3614,Habitat Métis du Nord,CS HMN,1260,rue de Pierriche,Trois-Rivières,G8Y 6K8,6,3,2257.00,6449.00,6.10,B,1988-08-01,2023-08-01,MULTIFAMILIAL,188860
48274,85005377770666900000000,3501,Habitat Métis du Nord,CS HMN,416,rue de la Falaise,Témiscaming,J0Z 3R0,4,2,213.11,426.24,5.60,B,1991-02-01,2026-02-01,DUPLEX JUMELE OU EN RANGEE,180935
48285,85005377770666900000000,3501,Habitat Métis du Nord,CS HMN,424,rue de la Falaise,Témiscaming,J0Z 3R0,4,2,213.11,426.24,8.10,B,1991-02-01,2026-02-01,DUPLEX JUMELE OU EN RANGEE,157485
47460,85005377854276500000000,3540,Habitat Métis du Nord,CS HMN,443,montée Letang,Témiscaming,J0Z 3R0,4,2,198.34,396.68,8.10,B,1993-02-01,2028-02-01,DUPLEX JUMELE OU EN RANGEE,184730
48230,85005377854276500000000,3522,Habitat Métis du Nord,CS HMN,455,montée Letang,Témiscaming,J0Z 3R0,2,2,108.06,216.11,7.40,B,1992-07-01,2027-07-01,UNIFAMILIAL JUMELE,184505
47482,95005633469542200000000,3521,Habitat Métis du Nord,CS HMN,90,rue des Erables,Tadoussac,G0T 2A0,6,3,215.79,647.36,8.20,B,1991-09-01,2026-09-01,MULTIFAMILIAL,188090
49711,95005633469294000000000,3500,Habitat Métis du Nord,CS HMN,114,rue des Erables,Tadoussac,G0T 2A0,4,2,169.68,509.04,5.70,B,1990-10-01,2025-10-01,DUPLEX JUMELE OU EN RANGEE,187482
49770,89040506123033500000000,3596,Habitat Métis du Nord,CS HMN,361,rue du Parc,Senneterre,J0Y 2M0,4,1,239.92,479.84,7.70,B,1988-11-01,2023-11-01,UNIFAMILIAL EN RANGEE,187272
31920,04010155355989100000000,3517,Habitat Métis du Nord,CS HMN,163A,rue de l' Église,Saint-Maxime-du-Mont-Louis,G0E 1T0,4,2,208.97,417.94,7.40,B,1991-12-01,2026-12-01,DUPLEX JUMELE OU EN RANGEE,194401
98792,75017627490708000000000,3703,Habitat Métis du Nord,CS HMN,1147,rue de la Promenade,Saint-Jérôme,J5L 2E4,3,2,101.22,303.66,8.40,B,1991-09-01,2026-09-01,TRIPLEX,167683
2682,75017627490816600000000,3703,Habitat Métis du Nord,CS HMN,1143,rue de la Promenade,Saint-Jérôme,J5L 2E4,3,2,98.44,295.32,6.10,B,1991-09-01,2026-09-01,TRIPLEX,164732
8002,56083222248097300000000,3701,Habitat Métis du Nord,CS HMN,123,rue Saint-Gérard,Saint-Jean-sur-Richelieu,J2W 2L3,6,3,230.05,690.15,7.90,B,1991-04-01,2026-04-01,MULTIFAMILIAL,165981
99783,56083231740377100000000,3772,Habitat Métis du Nord,CS HMN,214,rue Morissette,Saint-Jean-sur-Richelieu,J3B 8K6,6,3,180.75,534.92,7.60,B,1995-01-01,2030-01-01,MULTIFAMILIAL,164894
31242,91042819182108700000000,3728,Habitat Métis du Nord,CS HMN,1231,rue des Sapins,Saint-Félicien,G8K 2X9,6,3,243.50,715.52,8.80,B,1992-07-01,2027-07-01,MULTIFAMILIAL,189055
49243,92065932782187700000000,3409,Habitat Métis du Nord,CS HMN,156,rue Gagnon,Saint-Eugène-d'Argentenay,G0W 1B0,2,1,150.06,150.06,7.40,B,1987-10-01,2022-10-01,UNIFAMILIAL JUMELE,168291
47600,94068646333461700000000,3736,Habitat Métis du Nord,CS HMN,1077,rue Joseph-Dandurand,Saguenay,G7H 7B1,8,2,341.15,762.69,9.60,B,1993-07-01,2028-07-01,MULTIFAMILIAL,184483
47725,86042414279210100000000,3676,Habitat Métis du Nord,CS HMN,781,rue Lapointe,Rouyn-Noranda,J9X 3W4,6,3,97.67,593.01,7.30,B,1990-06-01,2025-06-01,MULTIFAMILIAL,188941
44380,86042414433420500000000,3675,Habitat Métis du Nord,CS HMN,396,rue Cardinal-Begin Est,Rouyn-Noranda,J9X 3H5,4,2,202.90,405.80,7.50,B,1990-06-01,2025-06-01,MULTIFAMILIAL,194342
45054,86042414433680500000000,3675,Habitat Métis du Nord,CS HMN,408,rue Cardinal-Begin Est,Rouyn-Noranda,J9X 3H5,4,2,202.90,405.80,8.40,B,1990-06-01,2025-06-01,MULTIFAMILIAL,194294
49781,86042884311077200000000,3418,Habitat Métis du Nord,CS HMN,26,rue Dumont Est,Rouyn-Noranda,J0Y 1C0,2,1,119.96,239.92,7.30,B,1989-01-01,2024-01-01,UNIFAMILIAL JUMELE,187224
49792,86042884311077200000000,3418,Habitat Métis du Nord,CS HMN,24,rue Dumont Est,Rouyn-Noranda,J0Y 1C0,2,1,119.96,239.92,8.70,B,1989-01-01,2024-01-01,UNIFAMILIAL JUMELE,187246
49840,86042884311077200000000,3418,Habitat Métis du Nord,CS HMN,20,rue Dumont Est,Rouyn-Noranda,J0Z 1C0,2,1,119.96,239.92,5.70,B,1989-01-01,2024-01-01,UNIFAMILIAL JUMELE,187143
47445,91025987634509800000000,3726,Habitat Métis du Nord,CS HMN,521,rue des Violettes,Roberval,G8H 2Z3,8,3,269.76,1001.37,6.30,B,1992-10-01,2027-10-01,MULTIFAMILIAL,188112
27462,79037984292859900000000,3530,Habitat Métis du Nord,CS HMN,750,rue Cartier,Rivière-Rouge,J0T 1T0,4,2,207.33,414.68,8.90,B,1992-11-01,2027-11-01,MULTIFAMILIAL,162772
28733,79037205413575000000000,3538,Habitat Métis du Nord,CS HMN,454,rue de l' Ecole,Rivière-Rouge,J0T 1T0,4,2,198.86,397.72,9.20,B,1992-11-01,2027-11-01,MULTIFAMILIAL,162923
48871,79037205352593200000000,3412,Habitat Métis du Nord,CS HMN,34,rue Brisebois,Rivière-Rouge,J0T 1T0,2,1,128.00,256.00,8.70,B,1988-02-01,2023-02-01,UNIFAMILIAL JUMELE,189206
45474,96040343729557600000000,3546,Habitat Métis du Nord,CS HMN,24,rue des Loisirs,Ragueneau,G0H 1S0,4,2,189.92,379.84,6.70,B,1993-10-01,2028-10-01,DUPLEX JUMELE OU EN RANGEE,181300
46594,23027488998506110000000,3720,Habitat Métis du Nord,CS HMN,2670,avenue Champfleury,Québec,G1J 4P4,6,3,202.13,808.52,5.30,B,1992-10-01,2027-10-01,MULTIFAMILIAL,188646
31684,23027408921714610000000,3559,Habitat Métis du Nord,CS HMN,3409,rue Pincourt,Québec,G2B 2E4,6,1,336.42,672.84,10.00,B,1988-08-01,2023-08-01,UNIFAMILIAL EN RANGEE,186351
31706,23027408921714610000000,3559,Habitat Métis du Nord,CS HMN,3501,rue Pincourt,Québec,G2B 2E4,6,1,336.42,672.84,8.50,B,1988-08-01,2023-08-01,UNIFAMILIAL EN RANGEE,186336
31743,23027408921714610000000,3559,Habitat Métis du Nord,CS HMN,3449,rue Pincourt,Québec,G2B 2E4,6,1,336.42,672.84,8.60,B,1988-08-01,2023-08-01,UNIFAMILIAL EN RANGEE,186292
31603,23027408921714610000000,3593,Habitat Métis du Nord,CS HMN,3421,rue Pincourt,Québec,G2B 2E4,4,1,224.28,448.56,6.50,B,1988-08-01,2023-08-01,UNIFAMILIAL EN RANGEE,186406
31640,23027408921714610000000,3593,Habitat Métis du Nord,CS HMN,3473,rue Pincourt,Québec,G2B 2E4,4,1,224.28,448.56,8.70,B,1988-08-01,2023-08-01,UNIFAMILIAL EN RANGEE,186362
57805,23027498991858110000000,3723,Habitat Métis du Nord,CS HMN,1750,avenue De Lery,Québec,G1J 4X7,3,2,127.86,379.72,8.30,B,1992-07-01,2027-07-01,DUPLEX,196873
58321,23027498899581610000000,3722,Habitat Métis du Nord,CS HMN,1545,avenue Bardy,Québec,G1J 4R6,4,2,95.85,312.97,8.50,B,1992-07-01,2027-07-01,DUPLEX,196545
9450,82030254252682000000000,3493,Habitat Métis du Nord,CS HMN,13A,rue Saint-George,Pontiac,J0X 2V0,4,2,195.20,390.40,9.10,B,1990-10-01,2025-10-01,DUPLEX JUMELE OU EN RANGEE,160930
48101,96025504740862900000000,3536,Habitat Métis du Nord,CS HMN,410,rue Granier,Pointe-Lebel,G0H 1N0,4,2,189.92,379.84,7.00,B,1992-10-01,2027-10-01,DUPLEX JUMELE OU EN RANGEE,157500
37866,06030652092104800000000,3545,Habitat Métis du Nord,CS HMN,10,rue de la Petite-Rochelle,Pointe-à-la-Croix,G0C 1L0,4,2,223.28,446.56,9.60,B,1993-11-01,2028-11-01,DUPLEX JUMELE OU EN RANGEE,182921
37833,06030652042006700000000,3545,Habitat Métis du Nord,CS HMN,22A,rue Lasalle,Pointe-à-la-Croix,G0C 1L0,4,2,198.34,396.68,9.20,B,1993-11-01,2028-11-01,DUPLEX JUMELE OU EN RANGEE,182980
29260,84055097895283900000000,3437,Habitat Métis du Nord,CS HMN,31,rue Roy,Otter Lake,J0X 2P0,7,1,524.00,524.02,8.40,B,1988-08-01,2023-08-01,UNIFAMILIAL EN RANGEE,162691
99901,72032583599209100000000,3399,Habitat Métis du Nord,CS HMN,20,rue Saint-Jacques,Oka,J0N 1E0,6,2,184.71,540.96,8.20,B,1988-04-01,2023-04-01,MULTIFAMILIAL,164776
9365,85090057256354700000000,3534,Habitat Métis du Nord,CS HMN,17,rue Saint-Joseph,Notre-Dame-du-Nord,J0Z 3B0,4,2,212.39,410.73,5.10,B,1993-02-01,2028-02-01,DUPLEX JUMELE OU EN RANGEE,161512
9461,85090057257360100000000,3461,Habitat Métis du Nord,CS HMN,25,rue Saint-Joseph,Notre-Dame-du-Nord,J0Z 3B0,2,1,119.97,239.94,8.20,B,1990-04-01,2025-04-01,UNIFAMILIAL JUMELE,174086
40390,85090067300105000000000,3381,Habitat Métis du Nord,CS HMN,28,rue Dupuis,Notre-Dame-du-Nord,J0Z 3B0,2,1,128.00,256.00,5.80,B,1987-06-01,2022-06-01,UNIFAMILIAL JUMELE,181882
99805,66023045628094510000000,3719,Habitat Métis du Nord,CS HMN,1951,rue de Versailles,Montréal,H1B 5N6,8,3,178.46,713.84,7.70,B,1992-08-01,2027-08-01,MULTI. JUMELE OU EN RANGEE,164872
37903,79088835715428000000000,3748,Habitat Métis du Nord,CS HMN,1176,rue Leopold-Cloutier,Mont-Laurier,J9L 3T1,6,3,206.27,618.81,7.30,B,1994-03-01,2029-03-01,MULTIFAMILIAL,181296
22282,83060412323814400000000,3532,Habitat Métis du Nord,CS HMN,5A,rue Patry,Messines,J0X 2J0,4,2,197.87,395.74,9.00,B,1992-11-01,2027-11-01,MULTIFAMILIAL,163015
31312,83060432668441100000000,3397,Habitat Métis du Nord,CS HMN,15A,chemin de Farley,Messines,J0X 2J0,2,1,128.32,256.64,6.10,B,1988-02-01,2023-02-01,UNIFAMILIAL JUMELE,163096
31323,83060432668441100000000,3397,Habitat Métis du Nord,CS HMN,17A,chemin de Farley,Messines,J0X 2J0,2,1,128.32,256.64,9.00,B,1988-02-01,2023-02-01,UNIFAMILIAL JUMELE,163133
45404,84065877918028300000000,3457,Habitat Métis du Nord,CS HMN,29,rue Monseigneur-Pilon,Mansfield-et-Pontefract,J0X 1R0,2,1,93.63,187.26,8.50,B,1989-10-01,2024-10-01,UNIFAMILIAL JUMELE,189383
9870,83065453851811000000000,3743,Habitat Métis du Nord,CS HMN,340,rue des Oblats,Maniwaki,J9E 1G7,3,2,144.66,407.19,7.00,B,1993-10-01,2028-10-01,TRIPLEX,162610
31146,83065453608403300000000,3744,Habitat Métis du Nord,CS HMN,288,rue King,Maniwaki,J9E 2L9,4,2,123.74,371.22,7.60,B,1993-10-01,2028-10-01,MULTIFAMILIAL,162665
9262,89015843500141400000000,3511,Habitat Métis du Nord,CS HMN,751,rue des Pins,Malartic,J0Y 1Z0,4,2,250.07,500.14,6.60,B,1991-11-01,2026-11-01,DUPLEX JUMELE OU EN RANGEE,173574
48296,89015843463051500000000,3579,Habitat Métis du Nord,CS HMN,400,rue Laurier,Malartic,J0Y 1Z0,4,1,239.13,478.24,9.20,B,1988-11-01,2023-11-01,UNIFAMILIAL JUMELE,184741
48602,89015843463430100000000,3579,Habitat Métis du Nord,CS HMN,380,rue Laurier,Malartic,J0Y 1Z0,4,1,239.13,478.24,6.30,B,1988-11-01,2023-11-01,UNIFAMILIAL JUMELE,184402
9273,89015833590601500000000,3511,Habitat Métis du Nord,CS HMN,761,rue des Pins,Malartic,J0Y 1Z0,4,2,223.73,447.48,9.40,B,1991-11-01,2026-11-01,DUPLEX JUMELE OU EN RANGEE,173585
48112,95032977927704700000000,3537,Habitat Métis du Nord,CS HMN,63,rue Cote,Longue-Rive,G0T 1Z0,4,2,198.34,396.66,9.60,B,1992-10-01,2027-10-01,DUPLEX JUMELE OU EN RANGEE,157463
10006,87090270536086300000000,3662,Habitat Métis du Nord,CS HMN,13A,rue Létourneau,La Sarre,J9Z 3M8,4,2,169.68,339.36,7.80,B,1990-12-01,2025-12-01,DUPLEX JUMELE OU EN RANGEE,187843
13860,87090270525789500000000,3662,Habitat Métis du Nord,CS HMN,94A,avenue Banville,La Sarre,J9Z 3S5,4,2,169.68,339.36,8.80,B,1990-12-01,2025-12-01,DUPLEX JUMELE OU EN RANGEE,187865
51962,85010448127399700000000,3431,Habitat Métis du Nord,CS HMN,484,rue des Duplex,Kipawa,J0Z 2H0,2,2,93.63,187.26,6.30,B,1988-11-01,2023-11-01,UNIFAMILIAL JUMELE,197551
51984,85010448127399700000000,3431,Habitat Métis du Nord,CS HMN,480,rue des Duplex,Kipawa,J0Z 2H0,2,2,93.63,187.26,5.40,B,1988-11-01,2023-11-01,UNIFAMILIAL JUMELE,197514
